date,region,disease,cases
2017-03-19,Region VIII (Eastern Visayas),Dengue,81
2017-03-26,Region VIII (Eastern Visayas),Dengue,64
2017-04-02,Region VIII (Eastern Visayas),Dengue,72
2017-04-09,Region VIII (Eastern Visayas),Dengue,62
2017-04-16,Region VIII (Eastern Visayas),Dengue,59
2017-04-23,Region VIII (Eastern Visayas),Dengue,76
2017-04-30,Region VIII (Eastern Visayas),Dengue,87
2017-05-07,Region VIII (Eastern Visayas),Dengue,59
2017-05-14,Region VIII (Eastern Visayas),Dengue,40
2017-05-21,Region VIII (Eastern Visayas),Dengue,60
2017-05-28,Region VIII (Eastern Visayas),Dengue,61
2017-06-04,Region VIII (Eastern Visayas),Dengue,70
2017-06-11,Region VIII (Eastern Visayas),Dengue,53
2017-06-18,Region VIII (Eastern Visayas),Dengue,48
2017-06-25,Region VIII (Eastern Visayas),Dengue,65
2017-07-02,Region VIII (Eastern Visayas),Dengue,63
2017-07-09,Region VIII (Eastern Visayas),Dengue,72
2017-07-16,Region VIII (Eastern Visayas),Dengue,85
2017-07-23,Region VIII (Eastern Visayas),Dengue,97
2017-07-30,Region VIII (Eastern Visayas),Dengue,116
2017-08-06,Region VIII (Eastern Visayas),Dengue,153
2017-08-13,Region VIII (Eastern Visayas),Dengue,119
2017-08-20,Region VIII (Eastern Visayas),Dengue,76
2017-08-27,Region VIII (Eastern Visayas),Dengue,69
2017-09-03,Region VIII (Eastern Visayas),Dengue,1
2017-09-10,Region VIII (Eastern Visayas),Dengue,54
2017-09-17,Region VIII (Eastern Visayas),Dengue,1
2017-09-24,Region VIII (Eastern Visayas),Dengue,142
2017-10-01,Region VIII (Eastern Visayas),Dengue,0
2017-10-08,Region VIII (Eastern Visayas),Dengue,71
2017-10-15,Region VIII (Eastern Visayas),Dengue,2
2017-10-22,Region VIII (Eastern Visayas),Dengue,71
2017-10-29,Region VIII (Eastern Visayas),Dengue,0
2017-11-05,Region VIII (Eastern Visayas),Dengue,61
2017-11-12,Region VIII (Eastern Visayas),Dengue,0
2017-11-19,Region VIII (Eastern Visayas),Dengue,72
2017-11-26,Region VIII (Eastern Visayas),Dengue,58
2017-12-03,Region VIII (Eastern Visayas),Dengue,129
2017-12-10,Region VIII (Eastern Visayas),Dengue,90
2017-12-17,Region VIII (Eastern Visayas),Dengue,71
2017-12-24,Region VIII (Eastern Visayas),Dengue,35
2017-12-31,Region VIII (Eastern Visayas),Dengue,15
2018-01-07,Region VIII (Eastern Visayas),Dengue,97
2018-01-14,Region VIII (Eastern Visayas),Dengue,157
2018-01-21,Region VIII (Eastern Visayas),Dengue,112
2018-01-28,Region VIII (Eastern Visayas),Dengue,119
2018-02-04,Region VIII (Eastern Visayas),Dengue,99
2018-02-11,Region VIII (Eastern Visayas),Dengue,85
2018-02-18,Region VIII (Eastern Visayas),Dengue,61
2018-02-25,Region VIII (Eastern Visayas),Dengue,68
2018-03-04,Region VIII (Eastern Visayas),Dengue,68
2018-03-11,Region VIII (Eastern Visayas),Dengue,56
2018-03-18,Region VIII (Eastern Visayas),Dengue,54
2018-03-25,Region VIII (Eastern Visayas),Dengue,63
2018-04-01,Region VIII (Eastern Visayas),Dengue,56
2018-04-08,Region VIII (Eastern Visayas),Dengue,53
2018-04-15,Region VIII (Eastern Visayas),Dengue,52
2018-04-22,Region VIII (Eastern Visayas),Dengue,42
2018-04-29,Region VIII (Eastern Visayas),Dengue,67
2018-05-06,Region VIII (Eastern Visayas),Dengue,63
2018-05-13,Region VIII (Eastern Visayas),Dengue,64
2018-05-20,Region VIII (Eastern Visayas),Dengue,109
2018-05-27,Region VIII (Eastern Visayas),Dengue,89
2018-06-03,Region VIII (Eastern Visayas),Dengue,101
2018-06-10,Region VIII (Eastern Visayas),Dengue,107
2018-06-17,Region VIII (Eastern Visayas),Dengue,121
2018-06-24,Region VIII (Eastern Visayas),Dengue,174
2018-07-01,Region VIII (Eastern Visayas),Dengue,140
2018-07-08,Region VIII (Eastern Visayas),Dengue,124
2018-07-15,Region VIII (Eastern Visayas),Dengue,173
2018-07-22,Region VIII (Eastern Visayas),Dengue,195
2018-07-29,Region VIII (Eastern Visayas),Dengue,181
2018-08-05,Region VIII (Eastern Visayas),Dengue,251
2018-08-12,Region VIII (Eastern Visayas),Dengue,318
2018-08-19,Region VIII (Eastern Visayas),Dengue,291
2018-08-26,Region VIII (Eastern Visayas),Dengue,246
2018-09-02,Region VIII (Eastern Visayas),Dengue,246
2018-09-09,Region VIII (Eastern Visayas),Dengue,298
2018-09-16,Region VIII (Eastern Visayas),Dengue,244
2018-09-23,Region VIII (Eastern Visayas),Dengue,266
2018-09-30,Region VIII (Eastern Visayas),Dengue,261
2018-10-07,Region VIII (Eastern Visayas),Dengue,336
2018-10-14,Region VIII (Eastern Visayas),Dengue,369
2018-10-21,Region VIII (Eastern Visayas),Dengue,433
2018-10-28,Region VIII (Eastern Visayas),Dengue,425
2018-11-04,Region VIII (Eastern Visayas),Dengue,422
2018-11-11,Region VIII (Eastern Visayas),Dengue,426
2018-11-18,Region VIII (Eastern Visayas),Dengue,486
2018-11-25,Region VIII (Eastern Visayas),Dengue,447
2018-12-02,Region VIII (Eastern Visayas),Dengue,414
2018-12-09,Region VIII (Eastern Visayas),Dengue,506
2018-12-16,Region VIII (Eastern Visayas),Dengue,523
2018-12-23,Region VIII (Eastern Visayas),Dengue,430
2018-12-30,Region VIII (Eastern Visayas),Dengue,388
2019-01-06,Region VIII (Eastern Visayas),Dengue,0
2019-01-13,Region VIII (Eastern Visayas),Dengue,284
2019-01-20,Region VIII (Eastern Visayas),Dengue,363
2019-01-27,Region VIII (Eastern Visayas),Dengue,353
2019-02-03,Region VIII (Eastern Visayas),Dengue,327
2019-02-10,Region VIII (Eastern Visayas),Dengue,393
2019-02-17,Region VIII (Eastern Visayas),Dengue,241
2019-02-24,Region VIII (Eastern Visayas),Dengue,217
2019-03-03,Region VIII (Eastern Visayas),Dengue,184
2019-03-10,Region VIII (Eastern Visayas),Dengue,211
2019-03-17,Region VIII (Eastern Visayas),Dengue,134
2019-03-24,Region VIII (Eastern Visayas),Dengue,148
2019-03-31,Region VIII (Eastern Visayas),Dengue,138
2019-04-07,Region VIII (Eastern Visayas),Dengue,145
2019-04-14,Region VIII (Eastern Visayas),Dengue,113
2019-04-21,Region VIII (Eastern Visayas),Dengue,136
2019-04-28,Region VIII (Eastern Visayas),Dengue,94
2019-05-05,Region VIII (Eastern Visayas),Dengue,102
2019-05-12,Region VIII (Eastern Visayas),Dengue,101
2019-05-19,Region VIII (Eastern Visayas),Dengue,112
2019-05-26,Region VIII (Eastern Visayas),Dengue,112
2019-06-02,Region VIII (Eastern Visayas),Dengue,124
2019-06-09,Region VIII (Eastern Visayas),Dengue,167
2019-06-16,Region VIII (Eastern Visayas),Dengue,221
2019-06-23,Region VIII (Eastern Visayas),Dengue,243
2019-06-30,Region VIII (Eastern Visayas),Dengue,276
2019-07-07,Region VIII (Eastern Visayas),Dengue,361
2019-07-14,Region VIII (Eastern Visayas),Dengue,718
2019-07-21,Region VIII (Eastern Visayas),Dengue,1062
2019-07-28,Region VIII (Eastern Visayas),Dengue,1558
2019-08-04,Region VIII (Eastern Visayas),Dengue,1795
2019-08-11,Region VIII (Eastern Visayas),Dengue,1963
2019-08-18,Region VIII (Eastern Visayas),Dengue,1969
2019-08-25,Region VIII (Eastern Visayas),Dengue,1830
2019-09-01,Region VIII (Eastern Visayas),Dengue,1457
2019-09-08,Region VIII (Eastern Visayas),Dengue,1100
2019-09-15,Region VIII (Eastern Visayas),Dengue,1295
2019-09-22,Region VIII (Eastern Visayas),Dengue,1498
2019-09-29,Region VIII (Eastern Visayas),Dengue,734
2019-10-06,Region VIII (Eastern Visayas),Dengue,785
2019-10-13,Region VIII (Eastern Visayas),Dengue,686
2019-10-20,Region VIII (Eastern Visayas),Dengue,626
2019-10-27,Region VIII (Eastern Visayas),Dengue,537
2019-11-03,Region VIII (Eastern Visayas),Dengue,369
2019-11-10,Region VIII (Eastern Visayas),Dengue,235
2019-11-17,Region VIII (Eastern Visayas),Dengue,310
2019-11-24,Region VIII (Eastern Visayas),Dengue,304
2019-12-01,Region VIII (Eastern Visayas),Dengue,194
2019-12-08,Region VIII (Eastern Visayas),Dengue,123
2019-12-15,Region VIII (Eastern Visayas),Dengue,136
2019-12-22,Region VIII (Eastern Visayas),Dengue,173
2019-12-29,Region VIII (Eastern Visayas),Dengue,114
2020-01-05,Region VIII (Eastern Visayas),Dengue,26
2020-01-12,Region VIII (Eastern Visayas),Dengue,144
2020-01-19,Region VIII (Eastern Visayas),Dengue,404
2020-01-26,Region VIII (Eastern Visayas),Dengue,323
2020-02-02,Region VIII (Eastern Visayas),Dengue,386
2020-02-09,Region VIII (Eastern Visayas),Dengue,388
2020-02-16,Region VIII (Eastern Visayas),Dengue,403
2020-02-23,Region VIII (Eastern Visayas),Dengue,323
2020-03-01,Region VIII (Eastern Visayas),Dengue,298
2020-03-08,Region VIII (Eastern Visayas),Dengue,274
2020-03-15,Region VIII (Eastern Visayas),Dengue,252
2020-03-22,Region VIII (Eastern Visayas),Dengue,246
2020-03-29,Region VIII (Eastern Visayas),Dengue,140
2020-04-05,Region VIII (Eastern Visayas),Dengue,84
2020-04-12,Region VIII (Eastern Visayas),Dengue,94
2020-04-19,Region VIII (Eastern Visayas),Dengue,49
2020-04-26,Region VIII (Eastern Visayas),Dengue,52
2020-05-03,Region VIII (Eastern Visayas),Dengue,51
2020-05-10,Region VIII (Eastern Visayas),Dengue,38
2020-05-17,Region VIII (Eastern Visayas),Dengue,47
2020-05-24,Region VIII (Eastern Visayas),Dengue,33
2020-05-31,Region VIII (Eastern Visayas),Dengue,23
2020-06-07,Region VIII (Eastern Visayas),Dengue,37
2020-06-14,Region VIII (Eastern Visayas),Dengue,42
2020-06-21,Region VIII (Eastern Visayas),Dengue,30
2020-06-28,Region VIII (Eastern Visayas),Dengue,20
2020-07-05,Region VIII (Eastern Visayas),Dengue,28
2020-07-12,Region VIII (Eastern Visayas),Dengue,23
2020-07-19,Region VIII (Eastern Visayas),Dengue,37
2020-07-26,Region VIII (Eastern Visayas),Dengue,33
2020-08-02,Region VIII (Eastern Visayas),Dengue,26
2020-08-09,Region VIII (Eastern Visayas),Dengue,31
2020-08-16,Region VIII (Eastern Visayas),Dengue,23
2020-08-23,Region VIII (Eastern Visayas),Dengue,26
2020-08-30,Region VIII (Eastern Visayas),Dengue,32
2020-09-06,Region VIII (Eastern Visayas),Dengue,31
2020-09-13,Region VIII (Eastern Visayas),Dengue,37
2020-09-20,Region VIII (Eastern Visayas),Dengue,25
2020-09-27,Region VIII (Eastern Visayas),Dengue,27
2020-10-04,Region VIII (Eastern Visayas),Dengue,19
2020-10-11,Region VIII (Eastern Visayas),Dengue,19
2020-10-18,Region VIII (Eastern Visayas),Dengue,18
2020-10-25,Region VIII (Eastern Visayas),Dengue,39
2020-11-01,Region VIII (Eastern Visayas),Dengue,18
2020-11-08,Region VIII (Eastern Visayas),Dengue,20
2020-11-15,Region VIII (Eastern Visayas),Dengue,35
2020-11-22,Region VIII (Eastern Visayas),Dengue,24
2020-11-29,Region VIII (Eastern Visayas),Dengue,13
2020-12-06,Region VIII (Eastern Visayas),Dengue,11
2020-12-13,Region VIII (Eastern Visayas),Dengue,13
2020-12-20,Region VIII (Eastern Visayas),Dengue,11
2020-12-27,Region VIII (Eastern Visayas),Dengue,6
2021-01-03,Region VIII (Eastern Visayas),Dengue,4
2021-01-10,Region VIII (Eastern Visayas),Dengue,3
2016-01-10,Region X (Northern Mindanao),Dengue,437
2016-01-17,Region X (Northern Mindanao),Dengue,301
2016-01-24,Region X (Northern Mindanao),Dengue,383
2016-01-31,Region X (Northern Mindanao),Dengue,329
2016-02-07,Region X (Northern Mindanao),Dengue,329
2016-02-14,Region X (Northern Mindanao),Dengue,330
2016-02-21,Region X (Northern Mindanao),Dengue,288
2016-02-28,Region X (Northern Mindanao),Dengue,237
2016-03-06,Region X (Northern Mindanao),Dengue,281
2016-03-13,Region X (Northern Mindanao),Dengue,235
2016-03-20,Region X (Northern Mindanao),Dengue,227
2016-03-27,Region X (Northern Mindanao),Dengue,201
2016-04-03,Region X (Northern Mindanao),Dengue,217
2016-04-10,Region X (Northern Mindanao),Dengue,189
2016-04-17,Region X (Northern Mindanao),Dengue,161
2016-04-24,Region X (Northern Mindanao),Dengue,201
2016-05-01,Region X (Northern Mindanao),Dengue,180
2016-05-08,Region X (Northern Mindanao),Dengue,149
2016-05-15,Region X (Northern Mindanao),Dengue,192
2016-05-22,Region X (Northern Mindanao),Dengue,142
2016-05-29,Region X (Northern Mindanao),Dengue,162
2016-06-05,Region X (Northern Mindanao),Dengue,167
2016-06-12,Region X (Northern Mindanao),Dengue,220
2016-06-19,Region X (Northern Mindanao),Dengue,268
2016-06-26,Region X (Northern Mindanao),Dengue,318
2016-07-03,Region X (Northern Mindanao),Dengue,348
2016-07-10,Region X (Northern Mindanao),Dengue,408
2016-07-17,Region X (Northern Mindanao),Dengue,466
2016-07-24,Region X (Northern Mindanao),Dengue,560
2016-07-31,Region X (Northern Mindanao),Dengue,737
2016-08-07,Region X (Northern Mindanao),Dengue,699
2016-08-14,Region X (Northern Mindanao),Dengue,778
2016-08-21,Region X (Northern Mindanao),Dengue,777
2016-08-28,Region X (Northern Mindanao),Dengue,643
2016-09-04,Region X (Northern Mindanao),Dengue,673
2016-09-11,Region X (Northern Mindanao),Dengue,588
2016-09-18,Region X (Northern Mindanao),Dengue,570
2016-09-25,Region X (Northern Mindanao),Dengue,555
2016-10-02,Region X (Northern Mindanao),Dengue,387
2016-10-09,Region X (Northern Mindanao),Dengue,472
2016-10-16,Region X (Northern Mindanao),Dengue,370
2016-10-23,Region X (Northern Mindanao),Dengue,308
2016-10-30,Region X (Northern Mindanao),Dengue,257
2016-11-06,Region X (Northern Mindanao),Dengue,265
2016-11-13,Region X (Northern Mindanao),Dengue,275
2016-11-20,Region X (Northern Mindanao),Dengue,246
2016-11-27,Region X (Northern Mindanao),Dengue,280
2016-12-04,Region X (Northern Mindanao),Dengue,231
2016-12-11,Region X (Northern Mindanao),Dengue,246
2016-12-18,Region X (Northern Mindanao),Dengue,196
2016-12-25,Region X (Northern Mindanao),Dengue,201
2017-01-01,Region X (Northern Mindanao),Dengue,157
2017-01-08,Region X (Northern Mindanao),Dengue,307
2017-01-15,Region X (Northern Mindanao),Dengue,241
2017-01-22,Region X (Northern Mindanao),Dengue,205
2017-01-29,Region X (Northern Mindanao),Dengue,187
2017-02-05,Region X (Northern Mindanao),Dengue,186
2017-02-12,Region X (Northern Mindanao),Dengue,155
2017-02-19,Region X (Northern Mindanao),Dengue,122
2017-02-26,Region X (Northern Mindanao),Dengue,137
2017-03-05,Region X (Northern Mindanao),Dengue,127
2017-03-12,Region X (Northern Mindanao),Dengue,111
2017-03-19,Region X (Northern Mindanao),Dengue,111
2017-03-26,Region X (Northern Mindanao),Dengue,133
2017-04-02,Region X (Northern Mindanao),Dengue,112
2017-04-09,Region X (Northern Mindanao),Dengue,102
2017-04-16,Region X (Northern Mindanao),Dengue,75
2017-04-23,Region X (Northern Mindanao),Dengue,94
2017-04-30,Region X (Northern Mindanao),Dengue,68
2017-05-07,Region X (Northern Mindanao),Dengue,86
2017-05-14,Region X (Northern Mindanao),Dengue,88
2017-05-21,Region X (Northern Mindanao),Dengue,87
2017-05-28,Region X (Northern Mindanao),Dengue,95
2017-06-04,Region X (Northern Mindanao),Dengue,86
2017-06-11,Region X (Northern Mindanao),Dengue,117
2017-06-18,Region X (Northern Mindanao),Dengue,132
2017-06-25,Region X (Northern Mindanao),Dengue,116
2017-07-02,Region X (Northern Mindanao),Dengue,134
2017-07-09,Region X (Northern Mindanao),Dengue,139
2017-07-16,Region X (Northern Mindanao),Dengue,140
2017-07-23,Region X (Northern Mindanao),Dengue,115
2017-07-30,Region X (Northern Mindanao),Dengue,158
2017-08-06,Region X (Northern Mindanao),Dengue,737
2017-08-13,Region X (Northern Mindanao),Dengue,211
2017-08-20,Region X (Northern Mindanao),Dengue,222
2017-08-27,Region X (Northern Mindanao),Dengue,184
2017-09-03,Region X (Northern Mindanao),Dengue,1
2017-09-10,Region X (Northern Mindanao),Dengue,160
2017-09-17,Region X (Northern Mindanao),Dengue,0
2017-09-24,Region X (Northern Mindanao),Dengue,129
2017-10-01,Region X (Northern Mindanao),Dengue,0
2017-10-08,Region X (Northern Mindanao),Dengue,125
2017-10-15,Region X (Northern Mindanao),Dengue,1
2017-10-22,Region X (Northern Mindanao),Dengue,101
2017-10-29,Region X (Northern Mindanao),Dengue,0
2017-11-05,Region X (Northern Mindanao),Dengue,84
2017-11-12,Region X (Northern Mindanao),Dengue,0
2017-11-19,Region X (Northern Mindanao),Dengue,105
2017-11-26,Region X (Northern Mindanao),Dengue,87
2017-12-03,Region X (Northern Mindanao),Dengue,134
2017-12-10,Region X (Northern Mindanao),Dengue,104
2017-12-17,Region X (Northern Mindanao),Dengue,85
2017-12-24,Region X (Northern Mindanao),Dengue,64
2017-12-31,Region X (Northern Mindanao),Dengue,22
2018-01-07,Region X (Northern Mindanao),Dengue,111
2018-01-14,Region X (Northern Mindanao),Dengue,103
2018-01-21,Region X (Northern Mindanao),Dengue,101
2018-01-28,Region X (Northern Mindanao),Dengue,114
2018-02-04,Region X (Northern Mindanao),Dengue,118
2018-02-11,Region X (Northern Mindanao),Dengue,119
2018-02-18,Region X (Northern Mindanao),Dengue,112
2018-02-25,Region X (Northern Mindanao),Dengue,133
2018-03-04,Region X (Northern Mindanao),Dengue,149
2018-03-11,Region X (Northern Mindanao),Dengue,181
2018-03-18,Region X (Northern Mindanao),Dengue,165
2018-03-25,Region X (Northern Mindanao),Dengue,160
2018-04-01,Region X (Northern Mindanao),Dengue,130
2018-04-08,Region X (Northern Mindanao),Dengue,147
2018-04-15,Region X (Northern Mindanao),Dengue,122
2018-04-22,Region X (Northern Mindanao),Dengue,199
2018-04-29,Region X (Northern Mindanao),Dengue,215
2018-05-06,Region X (Northern Mindanao),Dengue,166
2018-05-13,Region X (Northern Mindanao),Dengue,214
2018-05-20,Region X (Northern Mindanao),Dengue,221
2018-05-27,Region X (Northern Mindanao),Dengue,232
2018-06-03,Region X (Northern Mindanao),Dengue,267
2018-06-10,Region X (Northern Mindanao),Dengue,381
2018-06-17,Region X (Northern Mindanao),Dengue,379
2018-06-24,Region X (Northern Mindanao),Dengue,508
2018-07-01,Region X (Northern Mindanao),Dengue,601
2018-07-08,Region X (Northern Mindanao),Dengue,565
2018-07-15,Region X (Northern Mindanao),Dengue,602
2018-07-22,Region X (Northern Mindanao),Dengue,621
2018-07-29,Region X (Northern Mindanao),Dengue,673
2018-08-05,Region X (Northern Mindanao),Dengue,682
2018-08-12,Region X (Northern Mindanao),Dengue,713
2018-08-19,Region X (Northern Mindanao),Dengue,743
2018-08-26,Region X (Northern Mindanao),Dengue,718
2018-09-02,Region X (Northern Mindanao),Dengue,640
2018-09-09,Region X (Northern Mindanao),Dengue,646
2018-09-16,Region X (Northern Mindanao),Dengue,577
2018-09-23,Region X (Northern Mindanao),Dengue,1422
2018-09-30,Region X (Northern Mindanao),Dengue,579
2018-10-07,Region X (Northern Mindanao),Dengue,503
2018-10-14,Region X (Northern Mindanao),Dengue,641
2018-10-21,Region X (Northern Mindanao),Dengue,630
2018-10-28,Region X (Northern Mindanao),Dengue,567
2018-11-04,Region X (Northern Mindanao),Dengue,542
2018-11-11,Region X (Northern Mindanao),Dengue,1230
2018-11-18,Region X (Northern Mindanao),Dengue,1291
2018-11-25,Region X (Northern Mindanao),Dengue,609
2018-12-02,Region X (Northern Mindanao),Dengue,576
2018-12-09,Region X (Northern Mindanao),Dengue,610
2018-12-16,Region X (Northern Mindanao),Dengue,637
2018-12-23,Region X (Northern Mindanao),Dengue,595
2018-12-30,Region X (Northern Mindanao),Dengue,537
2019-01-06,Region X (Northern Mindanao),Dengue,0
2019-01-13,Region X (Northern Mindanao),Dengue,452
2019-01-20,Region X (Northern Mindanao),Dengue,548
2019-01-27,Region X (Northern Mindanao),Dengue,476
2019-02-03,Region X (Northern Mindanao),Dengue,510
2019-02-10,Region X (Northern Mindanao),Dengue,424
2019-02-17,Region X (Northern Mindanao),Dengue,374
2019-02-24,Region X (Northern Mindanao),Dengue,402
2019-03-03,Region X (Northern Mindanao),Dengue,367
2019-03-10,Region X (Northern Mindanao),Dengue,351
2019-03-17,Region X (Northern Mindanao),Dengue,344
2019-03-24,Region X (Northern Mindanao),Dengue,332
2019-03-31,Region X (Northern Mindanao),Dengue,290
2019-04-07,Region X (Northern Mindanao),Dengue,267
2019-04-14,Region X (Northern Mindanao),Dengue,260
2019-04-21,Region X (Northern Mindanao),Dengue,219
2019-04-28,Region X (Northern Mindanao),Dengue,246
2019-05-05,Region X (Northern Mindanao),Dengue,271
2019-05-12,Region X (Northern Mindanao),Dengue,264
2019-05-19,Region X (Northern Mindanao),Dengue,324
2019-05-26,Region X (Northern Mindanao),Dengue,325
2019-06-02,Region X (Northern Mindanao),Dengue,351
2019-06-09,Region X (Northern Mindanao),Dengue,390
2019-06-16,Region X (Northern Mindanao),Dengue,437
2019-06-23,Region X (Northern Mindanao),Dengue,505
2019-06-30,Region X (Northern Mindanao),Dengue,732
2019-07-07,Region X (Northern Mindanao),Dengue,735
2019-07-14,Region X (Northern Mindanao),Dengue,879
2019-07-21,Region X (Northern Mindanao),Dengue,1090
2019-07-28,Region X (Northern Mindanao),Dengue,1189
2019-08-04,Region X (Northern Mindanao),Dengue,1231
2019-08-11,Region X (Northern Mindanao),Dengue,1310
2019-08-18,Region X (Northern Mindanao),Dengue,1102
2019-08-25,Region X (Northern Mindanao),Dengue,1164
2019-09-01,Region X (Northern Mindanao),Dengue,1054
2019-09-08,Region X (Northern Mindanao),Dengue,999
2019-09-15,Region X (Northern Mindanao),Dengue,966
2019-09-22,Region X (Northern Mindanao),Dengue,707
2019-09-29,Region X (Northern Mindanao),Dengue,680
2019-10-06,Region X (Northern Mindanao),Dengue,607
2019-10-13,Region X (Northern Mindanao),Dengue,496
2019-10-20,Region X (Northern Mindanao),Dengue,465
2019-10-27,Region X (Northern Mindanao),Dengue,455
2019-11-03,Region X (Northern Mindanao),Dengue,438
2019-11-10,Region X (Northern Mindanao),Dengue,460
2019-11-17,Region X (Northern Mindanao),Dengue,495
2019-11-24,Region X (Northern Mindanao),Dengue,504
2019-12-01,Region X (Northern Mindanao),Dengue,468
2019-12-08,Region X (Northern Mindanao),Dengue,466
2019-12-15,Region X (Northern Mindanao),Dengue,377
2019-12-22,Region X (Northern Mindanao),Dengue,289
2019-12-29,Region X (Northern Mindanao),Dengue,269
2020-01-05,Region X (Northern Mindanao),Dengue,80
2020-01-12,Region X (Northern Mindanao),Dengue,205
2020-01-19,Region X (Northern Mindanao),Dengue,356
2020-01-26,Region X (Northern Mindanao),Dengue,304
2020-02-02,Region X (Northern Mindanao),Dengue,314
2020-02-09,Region X (Northern Mindanao),Dengue,304
2020-02-16,Region X (Northern Mindanao),Dengue,268
2020-02-23,Region X (Northern Mindanao),Dengue,264
2020-03-01,Region X (Northern Mindanao),Dengue,171
2020-03-08,Region X (Northern Mindanao),Dengue,206
2020-03-15,Region X (Northern Mindanao),Dengue,209
2020-03-22,Region X (Northern Mindanao),Dengue,226
2020-03-29,Region X (Northern Mindanao),Dengue,154
2020-04-05,Region X (Northern Mindanao),Dengue,106
2020-04-12,Region X (Northern Mindanao),Dengue,72
2020-04-19,Region X (Northern Mindanao),Dengue,83
2020-04-26,Region X (Northern Mindanao),Dengue,62
2020-05-03,Region X (Northern Mindanao),Dengue,75
2020-05-10,Region X (Northern Mindanao),Dengue,55
2020-05-17,Region X (Northern Mindanao),Dengue,63
2020-05-24,Region X (Northern Mindanao),Dengue,79
2020-05-31,Region X (Northern Mindanao),Dengue,58
2020-06-07,Region X (Northern Mindanao),Dengue,69
2020-06-14,Region X (Northern Mindanao),Dengue,78
2020-06-21,Region X (Northern Mindanao),Dengue,82
2020-06-28,Region X (Northern Mindanao),Dengue,80
2020-07-05,Region X (Northern Mindanao),Dengue,99
2020-07-12,Region X (Northern Mindanao),Dengue,115
2020-07-19,Region X (Northern Mindanao),Dengue,122
2020-07-26,Region X (Northern Mindanao),Dengue,129
2020-08-02,Region X (Northern Mindanao),Dengue,122
2020-08-09,Region X (Northern Mindanao),Dengue,143
2020-08-16,Region X (Northern Mindanao),Dengue,118
2020-08-23,Region X (Northern Mindanao),Dengue,123
2020-08-30,Region X (Northern Mindanao),Dengue,91
2020-09-06,Region X (Northern Mindanao),Dengue,100
2020-09-13,Region X (Northern Mindanao),Dengue,82
2020-09-20,Region X (Northern Mindanao),Dengue,88
2020-09-27,Region X (Northern Mindanao),Dengue,87
2020-10-04,Region X (Northern Mindanao),Dengue,55
2020-10-11,Region X (Northern Mindanao),Dengue,66
2020-10-18,Region X (Northern Mindanao),Dengue,49
2020-10-25,Region X (Northern Mindanao),Dengue,51
2020-11-01,Region X (Northern Mindanao),Dengue,53
2020-11-08,Region X (Northern Mindanao),Dengue,62
2020-11-15,Region X (Northern Mindanao),Dengue,51
2020-11-22,Region X (Northern Mindanao),Dengue,50
2020-11-29,Region X (Northern Mindanao),Dengue,65
2020-12-06,Region X (Northern Mindanao),Dengue,76
2020-12-13,Region X (Northern Mindanao),Dengue,67
2020-12-20,Region X (Northern Mindanao),Dengue,72
2020-12-27,Region X (Northern Mindanao),Dengue,66
2021-01-03,Region X (Northern Mindanao),Dengue,49
2021-01-10,Region X (Northern Mindanao),Dengue,42
2016-01-10,Region XI (Davao),Dengue,167
2016-01-17,Region XI (Davao),Dengue,194
2016-01-24,Region XI (Davao),Dengue,225
2016-01-31,Region XI (Davao),Dengue,204
2016-02-07,Region XI (Davao),Dengue,228
2016-02-14,Region XI (Davao),Dengue,167
2016-02-21,Region XI (Davao),Dengue,166
2016-02-28,Region XI (Davao),Dengue,150
2016-03-06,Region XI (Davao),Dengue,137
2016-03-13,Region XI (Davao),Dengue,164
2016-03-20,Region XI (Davao),Dengue,131
2016-03-27,Region XI (Davao),Dengue,132
2016-04-03,Region XI (Davao),Dengue,159
2016-04-10,Region XI (Davao),Dengue,143
2016-04-17,Region XI (Davao),Dengue,125
2016-04-24,Region XI (Davao),Dengue,130
2016-05-01,Region XI (Davao),Dengue,132
2016-05-08,Region XI (Davao),Dengue,141
2016-05-15,Region XI (Davao),Dengue,111
2016-05-22,Region XI (Davao),Dengue,113
2016-05-29,Region XI (Davao),Dengue,131
2016-06-05,Region XI (Davao),Dengue,217
2016-06-12,Region XI (Davao),Dengue,232
2016-06-19,Region XI (Davao),Dengue,234
2016-06-26,Region XI (Davao),Dengue,332
2016-07-03,Region XI (Davao),Dengue,352
2016-07-10,Region XI (Davao),Dengue,397
2016-07-17,Region XI (Davao),Dengue,485
2016-07-24,Region XI (Davao),Dengue,489
2016-07-31,Region XI (Davao),Dengue,607
2016-08-07,Region XI (Davao),Dengue,591
2016-08-14,Region XI (Davao),Dengue,537
2016-08-21,Region XI (Davao),Dengue,480
2016-08-28,Region XI (Davao),Dengue,455
2016-09-04,Region XI (Davao),Dengue,304
2016-09-11,Region XI (Davao),Dengue,151
2016-09-18,Region XI (Davao),Dengue,289
2016-09-25,Region XI (Davao),Dengue,266
2016-10-02,Region XI (Davao),Dengue,262
2016-10-09,Region XI (Davao),Dengue,227
2016-10-16,Region XI (Davao),Dengue,208
2016-10-23,Region XI (Davao),Dengue,149
2016-10-30,Region XI (Davao),Dengue,189
2016-11-06,Region XI (Davao),Dengue,188
2016-11-13,Region XI (Davao),Dengue,193
2016-11-20,Region XI (Davao),Dengue,174
2016-11-27,Region XI (Davao),Dengue,194
