disease,region,iso_week,p50,p75
Dengue,BARMM,1,19.5,29.0
Dengue,BARMM,2,36.0,43.25
Dengue,BARMM,3,35.0,48.0
Dengue,BARMM,4,36.5,46.75
Dengue,BARMM,5,30.0,43.25
Dengue,BARMM,6,30.5,43.75
Dengue,BARMM,7,35.5,54.0
Dengue,BARMM,8,15.5,33.0
Dengue,BARMM,9,20.5,34.75
Dengue,BARMM,10,27.0,43.75
Dengue,BARMM,11,20.0,35.0
Dengue,BARMM,12,24.5,32.5
Dengue,BARMM,13,19.5,26.5
Dengue,BARMM,14,36.0,41.25
Dengue,BARMM,15,20.0,34.0
Dengue,BARMM,16,31.0,38.0
Dengue,BARMM,17,26.0,38.75
Dengue,BARMM,18,33.0,46.0
Dengue,BARMM,19,34.0,41.75
Dengue,BARMM,20,39.5,53.75
Dengue,BARMM,21,42.0,57.0
Dengue,BARMM,22,48.0,63.5
Dengue,BARMM,23,57.5,71.5
Dengue,BARMM,24,76.5,88.75
Dengue,BARMM,25,76.5,90.0
Dengue,BARMM,26,90.0,118.75
Dengue,BARMM,27,78.0,97.5
Dengue,BARMM,28,115.0,138.75
Dengue,BARMM,29,89.0,120.0
Dengue,BARMM,30,79.5,134.5
Dengue,BARMM,31,87.0,139.75
Dengue,BARMM,32,67.5,120.75
Dengue,BARMM,33,73.5,106.75
Dengue,BARMM,34,62.0,87.5
Dengue,BARMM,35,41.0,91.25
Dengue,BARMM,36,68.0,102.25
Dengue,BARMM,37,18.5,68.0
Dengue,BARMM,38,52.0,76.75
Dengue,BARMM,39,28.0,69.75
Dengue,BARMM,40,57.5,75.25
Dengue,BARMM,41,46.5,94.75
Dengue,BARMM,42,37.5,59.25
Dengue,BARMM,43,33.0,75.5
Dengue,BARMM,44,41.5,61.0
Dengue,BARMM,45,25.5,58.75
Dengue,BARMM,46,43.0,55.5
Dengue,BARMM,47,57.0,69.0
Dengue,BARMM,48,39.5,49.25
Dengue,BARMM,49,41.5,55.0
Dengue,BARMM,50,46.0,58.0
Dengue,BARMM,51,42.0,47.25
Dengue,BARMM,52,23.0,27.25
Dengue,CAR,1,54.0,108.0
Dengue,CAR,2,100.5,134.75
Dengue,CAR,3,89.5,119.75
Dengue,CAR,4,103.0,129.0
Dengue,CAR,5,71.5,97.0
Dengue,CAR,6,65.0,106.75
Dengue,CAR,7,67.0,106.25
Dengue,CAR,8,51.5,86.25
Dengue,CAR,9,45.0,66.5
Dengue,CAR,10,43.0,57.5
Dengue,CAR,11,55.5,66.5
Dengue,CAR,12,38.5,47.0
Dengue,CAR,13,40.0,51.75
Dengue,CAR,14,30.0,42.0
Dengue,CAR,15,40.0,54.5
Dengue,CAR,16,29.0,42.25
Dengue,CAR,17,31.0,46.75
Dengue,CAR,18,33.0,43.5
Dengue,CAR,19,43.5,63.25
Dengue,CAR,20,53.0,75.0
Dengue,CAR,21,58.0,88.0
Dengue,CAR,22,70.0,113.0
Dengue,CAR,23,90.0,158.0
Dengue,CAR,24,112.0,204.25
Dengue,CAR,25,141.5,219.75
Dengue,CAR,26,182.0,256.75
Dengue,CAR,27,211.0,267.75
Dengue,CAR,28,285.5,394.5
Dengue,CAR,29,327.5,394.75
Dengue,CAR,30,365.5,497.5
Dengue,CAR,31,376.0,479.25
Dengue,CAR,32,379.5,455.25
Dengue,CAR,33,356.5,420.75
Dengue,CAR,34,288.5,341.5
Dengue,CAR,35,207.5,262.0
Dengue,CAR,36,262.5,290.25
Dengue,CAR,37,202.0,249.25
Dengue,CAR,38,251.5,273.0
Dengue,CAR,39,176.0,213.25
Dengue,CAR,40,207.5,249.75
Dengue,CAR,41,172.5,231.25
Dengue,CAR,42,162.0,215.5
Dengue,CAR,43,163.0,215.25
Dengue,CAR,44,137.5,213.0
Dengue,CAR,45,130.0,160.25
Dengue,CAR,46,138.0,183.0
Dengue,CAR,47,104.5,117.75
Dengue,CAR,48,98.5,101.0
Dengue,CAR,49,85.5,107.75
Dengue,CAR,50,67.5,85.75
Dengue,CAR,51,59.5,88.75
Dengue,CAR,52,55.5,93.25
Dengue,Caraga,1,102.0,192.0
Dengue,Caraga,2,186.5,309.75
Dengue,Caraga,3,196.0,403.25
Dengue,Caraga,4,164.5,383.25
Dengue,Caraga,5,135.0,280.5
Dengue,Caraga,6,121.0,280.0
Dengue,Caraga,7,121.5,250.5
Dengue,Caraga,8,120.0,210.0
Dengue,Caraga,9,117.5,206.0
Dengue,Caraga,10,112.0,189.5
Dengue,Caraga,11,165.5,225.75
Dengue,Caraga,12,90.0,122.75
Dengue,Caraga,13,75.0,110.0
Dengue,Caraga,14,61.0,94.25
Dengue,Caraga,15,71.5,100.25
Dengue,Caraga,16,66.5,83.0
Dengue,Caraga,17,56.5,73.25
Dengue,Caraga,18,61.5,77.0
Dengue,Caraga,19,64.0,92.75
Dengue,Caraga,20,71.0,95.75
Dengue,Caraga,21,76.0,94.5
Dengue,Caraga,22,90.5,104.25
Dengue,Caraga,23,83.5,104.0
Dengue,Caraga,24,95.0,117.0
Dengue,Caraga,25,116.5,139.75
Dengue,Caraga,26,128.0,148.5
Dengue,Caraga,27,126.5,143.5
Dengue,Caraga,28,148.0,157.75
Dengue,Caraga,29,178.5,196.75
Dengue,Caraga,30,188.0,226.75
Dengue,Caraga,31,206.0,239.75
Dengue,Caraga,32,219.0,236.75
Dengue,Caraga,33,216.5,232.25
Dengue,Caraga,34,185.5,223.0
Dengue,Caraga,35,117.5,201.25
Dengue,Caraga,36,180.5,204.75
Dengue,Caraga,37,113.5,206.0
Dengue,Caraga,38,180.0,223.0
Dengue,Caraga,39,134.0,219.25
Dengue,Caraga,40,158.0,202.25
Dengue,Caraga,41,154.5,261.5
Dengue,Caraga,42,191.5,247.0
Dengue,Caraga,43,136.0,235.25
Dengue,Caraga,44,165.5,229.25
Dengue,Caraga,45,87.5,190.75
Dengue,Caraga,46,170.5,226.0
Dengue,Caraga,47,146.5,229.0
Dengue,Caraga,48,137.5,189.25
Dengue,Caraga,49,141.0,232.0
Dengue,Caraga,50,194.5,313.5
Dengue,Caraga,51,175.5,303.75
Dengue,Caraga,52,159.0,321.25
Dengue,NCR,1,308.5,344.25
Dengue,NCR,2,461.5,479.75
Dengue,NCR,3,466.5,639.75
Dengue,NCR,4,449.0,598.0
Dengue,NCR,5,410.5,559.25
Dengue,NCR,6,414.5,575.0
Dengue,NCR,7,361.0,452.0
Dengue,NCR,8,350.0,447.5
Dengue,NCR,9,324.0,398.5
Dengue,NCR,10,228.0,267.25
Dengue,NCR,11,245.0,285.5
Dengue,NCR,12,206.0,212.5
Dengue,NCR,13,198.0,200.25
Dengue,NCR,14,171.0,179.0
Dengue,NCR,15,150.0,162.0
Dengue,NCR,16,135.0,147.75
Dengue,NCR,17,100.5,121.0
Dengue,NCR,18,122.0,138.0
Dengue,NCR,19,127.5,129.5
Dengue,NCR,20,118.0,136.25
Dengue,NCR,21,114.0,154.5
Dengue,NCR,22,142.5,170.5
Dengue,NCR,23,166.0,215.25
Dengue,NCR,24,174.0,206.5
Dengue,NCR,25,219.5,289.5
Dengue,NCR,26,319.0,395.25
Dengue,NCR,27,363.0,426.0
Dengue,NCR,28,411.0,514.75
Dengue,NCR,29,567.5,693.5
Dengue,NCR,30,672.5,743.0
Dengue,NCR,31,832.0,918.75
Dengue,NCR,32,988.0,1184.0
Dengue,NCR,33,1035.0,1305.5
Dengue,NCR,34,1038.0,1332.25
Dengue,NCR,35,1011.0,1317.25
Dengue,NCR,36,1058.0,1430.5
Dengue,NCR,37,907.0,1326.75
Dengue,NCR,38,904.0,1216.5
Dengue,NCR,39,1004.0,1365.0
Dengue,NCR,40,933.0,1363.5
Dengue,NCR,41,1029.0,1411.75
Dengue,NCR,42,932.5,1281.5
Dengue,NCR,43,831.0,991.25
Dengue,NCR,44,732.0,945.5
Dengue,NCR,45,780.0,894.75
Dengue,NCR,46,779.5,977.5
Dengue,NCR,47,670.0,807.0
Dengue,NCR,48,590.5,702.5
Dengue,NCR,49,481.5,603.0
Dengue,NCR,50,526.5,600.75
Dengue,NCR,51,453.5,544.5
Dengue,NCR,52,349.5,422.25
Dengue,National,1,1294.0,1872.0
Dengue,National,2,2288.0,2358.0
Dengue,National,3,1955.0,3054.0
Dengue,National,4,1970.0,3661.5
Dengue,National,5,1723.0,4533.0
Dengue,National,6,1611.0,3669.5
Dengue,National,7,2035.0,2851.0
Dengue,National,8,1278.0,4386.5
Dengue,National,9,745.0,1197.5
Dengue,National,10,2450.0,4979.0
Dengue,National,11,2579.0,3323.5
Dengue,National,12,1955.0,2958.0
Dengue,National,13,1723.0,2552.0
Dengue,National,14,1955.0,2559.0
Dengue,National,15,1955.0,3755.5
Dengue,National,16,1723.0,2022.0
Dengue,National,17,1955.0,2210.5
Dengue,National,18,1723.0,2158.5
Dengue,National,19,2197.0,2323.5
Dengue,National,20,1538.0,2152.5
Dengue,National,21,1676.0,2288.5
Dengue,National,22,1619.0,2624.0
Dengue,National,23,2136.0,3028.0
Dengue,National,24,2495.0,3636.0
Dengue,National,25,2720.0,4316.0
Dengue,National,26,1955.0,5203.0
Dengue,National,27,3566.0,6461.0
Dengue,National,28,5062.0,9769.5
Dengue,National,29,5713.0,10656.0
Dengue,National,30,6456.0,14000.5
Dengue,National,31,6209.0,13582.0
Dengue,National,32,6749.0,13552.0
Dengue,National,33,7288.0,14053.5
Dengue,National,34,5450.0,12523.0
Dengue,National,35,6547.0,14347.5
Dengue,National,36,7595.0,14095.5
Dengue,National,37,10439.0,13033.5
Dengue,National,38,6988.0,10988.5
Dengue,National,39,9120.0,11270.5
Dengue,National,40,10049.0,11414.0
Dengue,National,41,6154.0,8953.5
Dengue,National,42,7191.0,9131.0
Dengue,National,43,6608.0,6884.5
Dengue,National,44,4579.0,6754.0
Dengue,National,45,7765.0,7903.5
Dengue,National,46,7398.0,7822.0
Dengue,National,47,6013.0,6396.0
Dengue,National,48,5825.0,5978.5
Dengue,National,49,6820.0,7007.0
Dengue,National,50,1512.0,3882.5
Dengue,National,51,6047.0,7501.5
Dengue,National,52,1970.0,3294.5
