Year,Month,Morbidity Weel,Region,Cases,Deaths
2024,6,25,REGION IX (ZAMBOANGA PENINSULA),462,2
2024,6,25,REGION V (BICOL REGION),16,0
2024,6,25,REGION VI (WESTERN VISAYAS),333,1
2024,6,25,REGION VII (CENTRAL VISAYAS),180,1
2024,6,25,REGION VIII (EASTERN VISAYAS),155,0
2024,6,25,REGION X (NORTHERN MINDANAO),445,0
2024,6,25,REGION XI (DAVAO REGION),650,6
2024,6,25,REGION XII (SOCCSKSARGEN),511,3
2024,6,25,REGION XIII (CARAGA),235,1
2024,6,26,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),370,0
2024,6,26,CORDILLERA ADMINISTRATIVE REGION (CAR),988,1
2024,6,26,MIMAROPA REGION,519,2
2024,6,26,NATIONAL CAPITAL REGION (NCR),312,0
2024,6,26,NEGROS ISLAND REGION (NIR),169,0
2024,6,26,REGION I (ILOCOS REGION),218,2
2024,6,26,REGION II (CAGAYAN VALLEY),245,1
2024,6,26,REGION III (CENTRAL LUZON),521,3
2024,6,26,REGION IV-A (CALABARZON),511,2
2024,6,26,REGION IX (ZAMBOANGA PENINSULA),543,1
2024,6,26,REGION V (BICOL REGION),23,0
2024,6,26,REGION VI (WESTERN VISAYAS),382,0
2024,6,26,REGION VII (CENTRAL VISAYAS),215,0
2024,6,26,REGION VIII (EASTERN VISAYAS),140,0
2024,6,26,REGION X (NORTHERN MINDANAO),507,5
2024,6,26,REGION XI (DAVAO REGION),591,7
2024,6,26,REGION XII (SOCCSKSARGEN),509,3
2024,6,26,REGION XIII (CARAGA),229,2
2024,6,27,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),57,0
2024,6,27,CORDILLERA ADMINISTRATIVE REGION (CAR),168,0
2024,6,27,MIMAROPA REGION,102,2
2024,6,27,NATIONAL CAPITAL REGION (NCR),66,0
2024,6,27,NEGROS ISLAND REGION (NIR),29,0
2024,6,27,REGION I (ILOCOS REGION),51,0
2024,6,27,REGION II (CAGAYAN VALLEY),55,0
2024,6,27,REGION III (CENTRAL LUZON),110,0
2024,6,27,REGION IV-A (CALABARZON),88,2
2024,6,27,REGION IX (ZAMBOANGA PENINSULA),102,0
2024,6,27,REGION V (BICOL REGION),8,0
2024,6,27,REGION VI (WESTERN VISAYAS),92,0
2024,6,27,REGION VII (CENTRAL VISAYAS),63,0
2024,6,27,REGION VIII (EASTERN VISAYAS),20,0
2024,6,27,REGION X (NORTHERN MINDANAO),104,0
2024,6,27,REGION XI (DAVAO REGION),103,0
2024,6,27,REGION XII (SOCCSKSARGEN),97,0
2024,6,27,REGION XIII (CARAGA),45,0
2024,7,27,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),328,1
2024,7,27,CORDILLERA ADMINISTRATIVE REGION (CAR),1157,2
2024,7,27,MIMAROPA REGION,542,4
2024,7,27,NATIONAL CAPITAL REGION (NCR),324,0
2024,7,27,NEGROS ISLAND REGION (NIR),262,1
2024,7,27,REGION I (ILOCOS REGION),223,4
2024,7,27,REGION II (CAGAYAN VALLEY),295,1
2024,7,27,REGION III (CENTRAL LUZON),613,3
2024,7,27,REGION IV-A (CALABARZON),616,2
2024,7,27,REGION IX (ZAMBOANGA PENINSULA),535,4
2024,7,27,REGION V (BICOL REGION),27,0
2024,7,27,REGION VI (WESTERN VISAYAS),676,1
2024,7,27,REGION VII (CENTRAL VISAYAS),285,0
2024,7,27,REGION VIII (EASTERN VISAYAS),165,0
2024,7,27,REGION X (NORTHERN MINDANAO),600,6
2024,7,27,REGION XI (DAVAO REGION),112,0
2024,7,27,REGION XII (SOCCSKSARGEN),570,3
2024,7,27,REGION XIII (CARAGA),250,2
2024,7,28,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),339,1
2024,7,28,CORDILLERA ADMINISTRATIVE REGION (CAR),1460,6
2024,7,28,MIMAROPA REGION,875,4
2024,7,28,NATIONAL CAPITAL REGION (NCR),476,0
2024,7,28,NEGROS ISLAND REGION (NIR),432,2
2024,7,28,REGION I (ILOCOS REGION),373,3
2024,7,28,REGION II (CAGAYAN VALLEY),442,2
2024,7,28,REGION III (CENTRAL LUZON),1003,3
2024,7,28,REGION IV-A (CALABARZON),839,1
2024,7,28,REGION IX (ZAMBOANGA PENINSULA),608,2
2024,7,28,REGION V (BICOL REGION),60,0
2024,7,28,REGION VI (WESTERN VISAYAS),951,1
2024,7,28,REGION VII (CENTRAL VISAYAS),430,1
2024,7,28,REGION VIII (EASTERN VISAYAS),227,2
2024,7,28,REGION X (NORTHERN MINDANAO),727,4
2024,7,28,REGION XI (DAVAO REGION),712,4
2024,7,28,REGION XII (SOCCSKSARGEN),634,5
2024,7,28,REGION XIII (CARAGA),349,0
2024,7,29,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),383,5
2024,7,29,CORDILLERA ADMINISTRATIVE REGION (CAR),1787,3
2024,7,29,MIMAROPA REGION,934,1
2024,7,29,NATIONAL CAPITAL REGION (NCR),508,2
2024,7,29,NEGROS ISLAND REGION (NIR),533,2
2024,7,29,REGION I (ILOCOS REGION),484,2
2024,7,29,REGION II (CAGAYAN VALLEY),577,4
2024,7,29,REGION III (CENTRAL LUZON),1229,0
2024,7,29,REGION IV-A (CALABARZON),1004,2
2024,7,29,REGION IX (ZAMBOANGA PENINSULA),652,2
2024,7,29,REGION V (BICOL REGION),57,0
2024,7,29,REGION VI (WESTERN VISAYAS),1185,0
2024,7,29,REGION VII (CENTRAL VISAYAS),681,1
2024,7,29,REGION VIII (EASTERN VISAYAS),254,1
2024,7,29,REGION X (NORTHERN MINDANAO),821,4
2024,7,29,REGION XI (DAVAO REGION),1188,9
2024,7,29,REGION XII (SOCCSKSARGEN),631,2
2024,7,29,REGION XIII (CARAGA),379,4
2024,7,30,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),401,1
2024,7,30,CORDILLERA ADMINISTRATIVE REGION (CAR),1613,6
2024,7,30,MIMAROPA REGION,1090,2
2024,7,30,NATIONAL CAPITAL REGION (NCR),627,3
2024,7,30,NEGROS ISLAND REGION (NIR),696,1
2024,7,30,REGION I (ILOCOS REGION),439,3
2024,7,30,REGION II (CAGAYAN VALLEY),570,1
2024,7,30,REGION III (CENTRAL LUZON),1255,2
2024,7,30,REGION IV-A (CALABARZON),1105,2
2024,7,30,REGION IX (ZAMBOANGA PENINSULA),667,1
2024,7,30,REGION V (BICOL REGION),59,1
2024,7,30,REGION VI (WESTERN VISAYAS),1450,2
2024,7,30,REGION VII (CENTRAL VISAYAS),942,4
2024,7,30,REGION VIII (EASTERN VISAYAS),285,1
2024,7,30,REGION X (NORTHERN MINDANAO),907,4
2024,7,30,REGION XI (DAVAO REGION),948,10
2024,7,30,REGION XII (SOCCSKSARGEN),705,4
2024,7,30,REGION XIII (CARAGA),492,4
2024,7,31,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),173,2
2024,7,31,CORDILLERA ADMINISTRATIVE REGION (CAR),1003,0
2024,7,31,MIMAROPA REGION,629,3
2024,7,31,NATIONAL CAPITAL REGION (NCR),367,2
2024,7,31,NEGROS ISLAND REGION (NIR),503,1
2024,7,31,REGION I (ILOCOS REGION),307,0
2024,7,31,REGION II (CAGAYAN VALLEY),365,1
2024,7,31,REGION III (CENTRAL LUZON),819,2
2024,7,31,REGION IV-A (CALABARZON),687,3
2024,7,31,REGION IX (ZAMBOANGA PENINSULA),377,1
2024,7,31,REGION V (BICOL REGION),45,0
2024,7,31,REGION VI (WESTERN VISAYAS),980,3
2024,7,31,REGION VII (CENTRAL VISAYAS),665,0
2024,7,31,REGION VIII (EASTERN VISAYAS),161,1
2024,7,31,REGION X (NORTHERN MINDANAO),532,1
2024,7,31,REGION XI (DAVAO REGION),555,3
2024,7,31,REGION XII (SOCCSKSARGEN),399,1
2024,7,31,REGION XIII (CARAGA),303,2
2024,8,31,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),192,0
2024,8,31,CORDILLERA ADMINISTRATIVE REGION (CAR),920,1
2024,8,31,MIMAROPA REGION,445,1
2024,8,31,NATIONAL CAPITAL REGION (NCR),449,2
2024,8,31,NEGROS ISLAND REGION (NIR),437,0
2024,8,31,REGION I (ILOCOS REGION),340,1
2024,8,31,REGION II (CAGAYAN VALLEY),351,2
2024,8,31,REGION III (CENTRAL LUZON),820,2
2024,8,31,REGION IV-A (CALABARZON),696,4
2024,8,31,REGION IX (ZAMBOANGA PENINSULA),319,1
2024,8,31,REGION V (BICOL REGION),30,0
2024,8,31,REGION VI (WESTERN VISAYAS),918,3
2024,8,31,REGION VII (CENTRAL VISAYAS),651,1
2024,8,31,REGION VIII (EASTERN VISAYAS),146,0
2024,8,31,REGION X (NORTHERN MINDANAO),484,4
2024,8,31,REGION XI (DAVAO REGION),4,0
2024,8,31,REGION XII (SOCCSKSARGEN),373,1
2024,8,31,REGION XIII (CARAGA),232,1
2024,8,32,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),429,3
2024,8,32,CORDILLERA ADMINISTRATIVE REGION (CAR),2461,4
2024,8,32,MIMAROPA REGION,1103,5
2024,8,32,NATIONAL CAPITAL REGION (NCR),858,2
2024,8,32,NEGROS ISLAND REGION (NIR),1007,2
2024,8,32,REGION I (ILOCOS REGION),762,3
2024,8,32,REGION II (CAGAYAN VALLEY),836,2
2024,8,32,REGION III (CENTRAL LUZON),2089,5
2024,8,32,REGION IV-A (CALABARZON),1606,6
2024,8,32,REGION IX (ZAMBOANGA PENINSULA),622,1
2024,8,32,REGION V (BICOL REGION),71,1
2024,8,32,REGION VI (WESTERN VISAYAS),2200,8
2024,8,32,REGION VII (CENTRAL VISAYAS),1607,4
2024,8,32,REGION VIII (EASTERN VISAYAS),490,2
2024,8,32,REGION X (NORTHERN MINDANAO),1088,7
2024,8,32,REGION XI (DAVAO REGION),566,4
2024,8,32,REGION XII (SOCCSKSARGEN),777,1
2024,8,32,REGION XIII (CARAGA),616,3
2024,8,33,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),380,4
2024,8,33,CORDILLERA ADMINISTRATIVE REGION (CAR),2545,1
2024,8,33,MIMAROPA REGION,1019,3
2024,8,33,NATIONAL CAPITAL REGION (NCR),971,2
2024,8,33,NEGROS ISLAND REGION (NIR),1037,1
2024,8,33,REGION I (ILOCOS REGION),807,2
2024,8,33,REGION II (CAGAYAN VALLEY),852,1
2024,8,33,REGION III (CENTRAL LUZON),2050,2
2024,8,33,REGION IV-A (CALABARZON),1605,8
2024,8,33,REGION IX (ZAMBOANGA PENINSULA),592,1
2024,8,33,REGION V (BICOL REGION),93,1
2024,8,33,REGION VI (WESTERN VISAYAS),2092,7
2024,8,33,REGION VII (CENTRAL VISAYAS),2037,11
2024,8,33,REGION VIII (EASTERN VISAYAS),567,0
2024,8,33,REGION X (NORTHERN MINDANAO),1164,4
2024,8,33,REGION XI (DAVAO REGION),2068,11
2024,8,33,REGION XII (SOCCSKSARGEN),872,7
2024,8,33,REGION XIII (CARAGA),679,5
2024,8,34,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),330,3
2024,8,34,CORDILLERA ADMINISTRATIVE REGION (CAR),1976,3
2024,8,34,MIMAROPA REGION,710,2
2024,8,34,NATIONAL CAPITAL REGION (NCR),1000,3
2024,8,34,NEGROS ISLAND REGION (NIR),917,2
2024,8,34,REGION I (ILOCOS REGION),902,2
2024,8,34,REGION II (CAGAYAN VALLEY),918,1
2024,8,34,REGION III (CENTRAL LUZON),1812,4
2024,8,34,REGION IV-A (CALABARZON),1458,4
2024,8,34,REGION IX (ZAMBOANGA PENINSULA),463,2
2024,8,34,REGION V (BICOL REGION),71,0
2024,8,34,REGION VI (WESTERN VISAYAS),1616,7
2024,8,34,REGION VII (CENTRAL VISAYAS),1754,8
2024,8,34,REGION VIII (EASTERN VISAYAS),431,0
2024,8,34,REGION X (NORTHERN MINDANAO),873,3
2024,8,34,REGION XI (DAVAO REGION),1495,7
2024,8,34,REGION XII (SOCCSKSARGEN),747,3
2024,8,34,REGION XIII (CARAGA),674,3
2024,8,35,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),324,1
2024,8,35,CORDILLERA ADMINISTRATIVE REGION (CAR),1757,2
2024,8,35,MIMAROPA REGION,623,2
2024,8,35,NATIONAL CAPITAL REGION (NCR),952,6
2024,8,35,NEGROS ISLAND REGION (NIR),946,1
2024,8,35,REGION I (ILOCOS REGION),859,2
2024,8,35,REGION II (CAGAYAN VALLEY),773,1
2024,8,35,REGION III (CENTRAL LUZON),1465,5
2024,8,35,REGION IV-A (CALABARZON),1291,2
2024,8,35,REGION IX (ZAMBOANGA PENINSULA),456,0
2024,8,35,REGION V (BICOL REGION),65,0
2024,8,35,REGION VI (WESTERN VISAYAS),1477,3
2024,8,35,REGION VII (CENTRAL VISAYAS),1917,6
2024,8,35,REGION VIII (EASTERN VISAYAS),323,0
2024,8,35,REGION X (NORTHERN MINDANAO),864,4
2024,8,35,REGION XI (DAVAO REGION),1109,7
2024,8,35,REGION XII (SOCCSKSARGEN),669,2
2024,8,35,REGION XIII (CARAGA),667,6
2024,9,36,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),364,1
2024,9,36,CORDILLERA ADMINISTRATIVE REGION (CAR),1613,2
2024,9,36,MIMAROPA REGION,574,1
2024,9,36,NATIONAL CAPITAL REGION (NCR),1063,5
2024,9,36,NEGROS ISLAND REGION (NIR),771,0
2024,9,36,REGION I (ILOCOS REGION),703,6
2024,9,36,REGION II (CAGAYAN VALLEY),736,2
2024,9,36,REGION III (CENTRAL LUZON),1329,2
2024,9,36,REGION IV-A (CALABARZON),1366,3
2024,9,36,REGION IX (ZAMBOANGA PENINSULA),413,3
2024,9,36,REGION V (BICOL REGION),51,0
2024,9,36,REGION VI (WESTERN VISAYAS),1182,3
2024,9,36,REGION VII (CENTRAL VISAYAS),1748,5
2024,9,36,REGION VIII (EASTERN VISAYAS),253,0
2024,9,36,REGION X (NORTHERN MINDANAO),778,1
2024,9,36,REGION XI (DAVAO REGION),253,2
2024,9,36,REGION XII (SOCCSKSARGEN),644,1
2024,9,36,REGION XIII (CARAGA),650,1
2024,9,37,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),258,3
2024,9,37,CORDILLERA ADMINISTRATIVE REGION (CAR),1198,2
2024,9,37,MIMAROPA REGION,445,6
2024,9,37,NATIONAL CAPITAL REGION (NCR),1275,7
2024,9,37,NEGROS ISLAND REGION (NIR),620,2
2024,9,37,REGION I (ILOCOS REGION),595,8
2024,9,37,REGION II (CAGAYAN VALLEY),662,2
2024,9,37,REGION III (CENTRAL LUZON),1251,3
2024,9,37,REGION IV-A (CALABARZON),1373,9
2024,9,37,REGION IX (ZAMBOANGA PENINSULA),314,1
2024,9,37,REGION V (BICOL REGION),53,1
2024,9,37,REGION VI (WESTERN VISAYAS),876,2
2024,9,37,REGION VII (CENTRAL VISAYAS),1474,4
2024,9,37,REGION VIII (EASTERN VISAYAS),229,2
2024,9,37,REGION X (NORTHERN MINDANAO),603,3
2024,9,37,REGION XI (DAVAO REGION),1120,9
2024,9,37,REGION XII (SOCCSKSARGEN),568,1
2024,9,37,REGION XIII (CARAGA),554,5
2024,9,38,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),307,1
2024,9,38,CORDILLERA ADMINISTRATIVE REGION (CAR),1092,2
2024,9,38,MIMAROPA REGION,310,3
2024,9,38,NATIONAL CAPITAL REGION (NCR),1452,5
2024,9,38,NEGROS ISLAND REGION (NIR),561,1
2024,9,38,REGION I (ILOCOS REGION),599,4
2024,9,38,REGION II (CAGAYAN VALLEY),591,2
2024,9,38,REGION III (CENTRAL LUZON),1144,3
2024,9,38,REGION IV-A (CALABARZON),1477,5
2024,9,38,REGION IX (ZAMBOANGA PENINSULA),339,4
2024,9,38,REGION V (BICOL REGION),35,0
2024,9,38,REGION VI (WESTERN VISAYAS),714,5
2024,9,38,REGION VII (CENTRAL VISAYAS),1406,4
2024,9,38,REGION VIII (EASTERN VISAYAS),149,0
2024,9,38,REGION X (NORTHERN MINDANAO),544,4
2024,9,38,REGION XI (DAVAO REGION),1304,5
2024,9,38,REGION XII (SOCCSKSARGEN),563,0
2024,9,38,REGION XIII (CARAGA),493,1
2024,9,39,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),246,1
2024,9,39,CORDILLERA ADMINISTRATIVE REGION (CAR),781,2
2024,9,39,MIMAROPA REGION,310,2
2024,9,39,NATIONAL CAPITAL REGION (NCR),1425,8
2024,9,39,NEGROS ISLAND REGION (NIR),560,1
2024,9,39,REGION I (ILOCOS REGION),456,5
2024,9,39,REGION II (CAGAYAN VALLEY),555,0
2024,9,39,REGION III (CENTRAL LUZON),1151,1
2024,9,39,REGION IV-A (CALABARZON),1534,3
2024,9,39,REGION IX (ZAMBOANGA PENINSULA),335,3
2024,9,39,REGION V (BICOL REGION),40,0
2024,9,39,REGION VI (WESTERN VISAYAS),621,2
2024,9,39,REGION VII (CENTRAL VISAYAS),1183,0
2024,9,39,REGION VIII (EASTERN VISAYAS),147,0
2024,9,39,REGION X (NORTHERN MINDANAO),466,1
2024,9,39,REGION XI (DAVAO REGION),767,2
2024,9,39,REGION XII (SOCCSKSARGEN),465,1
2024,9,39,REGION XIII (CARAGA),423,2
2024,9,40,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),72,1
2024,9,40,CORDILLERA ADMINISTRATIVE REGION (CAR),226,1
2024,9,40,MIMAROPA REGION,79,1
2024,9,40,NATIONAL CAPITAL REGION (NCR),458,2
2024,9,40,NEGROS ISLAND REGION (NIR),145,0
2024,9,40,REGION I (ILOCOS REGION),118,2
2024,9,40,REGION II (CAGAYAN VALLEY),163,0
2024,9,40,REGION III (CENTRAL LUZON),340,2
2024,9,40,REGION IV-A (CALABARZON),483,2
2024,9,40,REGION IX (ZAMBOANGA PENINSULA),91,0
2024,9,40,REGION V (BICOL REGION),11,0
2024,9,40,REGION VI (WESTERN VISAYAS),173,0
2024,9,40,REGION VII (CENTRAL VISAYAS),305,0
2024,9,40,REGION VIII (EASTERN VISAYAS),42,0
2024,9,40,REGION X (NORTHERN MINDANAO),157,0
2024,9,40,REGION XI (DAVAO REGION),201,0
2024,9,40,REGION XII (SOCCSKSARGEN),145,0
2024,9,40,REGION XIII (CARAGA),105,1
2024,10,40,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),192,1
2024,10,40,CORDILLERA ADMINISTRATIVE REGION (CAR),414,0
2024,10,40,MIMAROPA REGION,214,3
2024,10,40,NATIONAL CAPITAL REGION (NCR),1142,2
2024,10,40,NEGROS ISLAND REGION (NIR),357,1
2024,10,40,REGION I (ILOCOS REGION),329,3
2024,10,40,REGION II (CAGAYAN VALLEY),377,2
2024,10,40,REGION III (CENTRAL LUZON),952,0
2024,10,40,REGION IV-A (CALABARZON),1327,7
2024,10,40,REGION IX (ZAMBOANGA PENINSULA),193,1
2024,10,40,REGION V (BICOL REGION),43,0
2024,10,40,REGION VI (WESTERN VISAYAS),392,1
2024,10,40,REGION VII (CENTRAL VISAYAS),780,1
2024,10,40,REGION VIII (EASTERN VISAYAS),71,0
2024,10,40,REGION X (NORTHERN MINDANAO),317,0
2024,10,40,REGION XI (DAVAO REGION),86,0
2024,10,40,REGION XII (SOCCSKSARGEN),326,1
2024,10,40,REGION XIII (CARAGA),301,1
2024,10,41,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),210,2
2024,10,41,CORDILLERA ADMINISTRATIVE REGION (CAR),551,1
2024,10,41,MIMAROPA REGION,312,3
2024,10,41,NATIONAL CAPITAL REGION (NCR),1638,5
2024,10,41,NEGROS ISLAND REGION (NIR),438,1
2024,10,41,REGION I (ILOCOS REGION),431,2
2024,10,41,REGION II (CAGAYAN VALLEY),511,0
2024,10,41,REGION III (CENTRAL LUZON),1225,4
2024,10,41,REGION IV-A (CALABARZON),1971,9
2024,10,41,REGION IX (ZAMBOANGA PENINSULA),335,2
2024,10,41,REGION V (BICOL REGION),32,0
2024,10,41,REGION VI (WESTERN VISAYAS),442,0
2024,10,41,REGION VII (CENTRAL VISAYAS),1068,0
2024,10,41,REGION VIII (EASTERN VISAYAS),108,0
2024,10,41,REGION X (NORTHERN MINDANAO),429,1
2024,10,41,REGION XI (DAVAO REGION),549,7
2024,10,41,REGION XII (SOCCSKSARGEN),460,3
2024,10,41,REGION XIII (CARAGA),433,1
2024,10,42,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),221,0
2024,10,42,CORDILLERA ADMINISTRATIVE REGION (CAR),482,0
2024,10,42,MIMAROPA REGION,342,3
2024,10,42,NATIONAL CAPITAL REGION (NCR),1621,3
2024,10,42,NEGROS ISLAND REGION (NIR),472,1
2024,10,42,REGION I (ILOCOS REGION),383,7
2024,10,42,REGION II (CAGAYAN VALLEY),477,0
2024,10,42,REGION III (CENTRAL LUZON),1269,4
2024,10,42,REGION IV-A (CALABARZON),1770,4
2024,10,42,REGION IX (ZAMBOANGA PENINSULA),284,2
2024,10,42,REGION V (BICOL REGION),20,0
2024,10,42,REGION VI (WESTERN VISAYAS),373,2
2024,10,42,REGION VII (CENTRAL VISAYAS),893,3
2024,10,42,REGION VIII (EASTERN VISAYAS),75,0
2024,10,42,REGION X (NORTHERN MINDANAO),325,3
2024,10,42,REGION XI (DAVAO REGION),985,5
2024,10,42,REGION XII (SOCCSKSARGEN),378,0
2024,10,42,REGION XIII (CARAGA),362,3
2024,10,43,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),184,3
2024,10,43,CORDILLERA ADMINISTRATIVE REGION (CAR),358,0
2024,10,43,MIMAROPA REGION,294,0
2024,10,43,NATIONAL CAPITAL REGION (NCR),1475,4
2024,10,43,NEGROS ISLAND REGION (NIR),380,1
2024,10,43,REGION I (ILOCOS REGION),313,2
2024,10,43,REGION II (CAGAYAN VALLEY),390,0
2024,10,43,REGION III (CENTRAL LUZON),1185,3
2024,10,43,REGION IV-A (CALABARZON),1618,4
2024,10,43,REGION IX (ZAMBOANGA PENINSULA),302,1
2024,10,43,REGION V (BICOL REGION),24,0
2024,10,43,REGION VI (WESTERN VISAYAS),303,1
2024,10,43,REGION VII (CENTRAL VISAYAS),831,0
2024,10,43,REGION VIII (EASTERN VISAYAS),71,0
2024,10,43,REGION X (NORTHERN MINDANAO),296,0
2024,10,43,REGION XI (DAVAO REGION),575,6
2024,10,43,REGION XII (SOCCSKSARGEN),381,1
2024,10,43,REGION XIII (CARAGA),381,3
2024,10,44,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),117,0
2024,10,44,CORDILLERA ADMINISTRATIVE REGION (CAR),213,0
2024,10,44,MIMAROPA REGION,165,2
2024,10,44,NATIONAL CAPITAL REGION (NCR),1161,1
2024,10,44,NEGROS ISLAND REGION (NIR),251,1
2024,10,44,REGION I (ILOCOS REGION),198,2
2024,10,44,REGION II (CAGAYAN VALLEY),263,1
2024,10,44,REGION III (CENTRAL LUZON),810,4
2024,10,44,REGION IV-A (CALABARZON),1174,3
2024,10,44,REGION IX (ZAMBOANGA PENINSULA),153,3
2024,10,44,REGION V (BICOL REGION),26,0
2024,10,44,REGION VI (WESTERN VISAYAS),181,2
2024,10,44,REGION VII (CENTRAL VISAYAS),502,0
2024,10,44,REGION VIII (EASTERN VISAYAS),39,0
2024,10,44,REGION X (NORTHERN MINDANAO),190,2
2024,10,44,REGION XI (DAVAO REGION),341,2
2024,10,44,REGION XII (SOCCSKSARGEN),204,0
2024,10,44,REGION XIII (CARAGA),208,0
2024,11,44,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),54,0
2024,11,44,CORDILLERA ADMINISTRATIVE REGION (CAR),63,0
2024,11,44,MIMAROPA REGION,96,2
2024,11,44,NATIONAL CAPITAL REGION (NCR),615,4
2024,11,44,NEGROS ISLAND REGION (NIR),121,0
2024,11,44,REGION I (ILOCOS REGION),116,1
2024,11,44,REGION II (CAGAYAN VALLEY),121,0
2024,11,44,REGION III (CENTRAL LUZON),407,1
2024,11,44,REGION IV-A (CALABARZON),645,1
2024,11,44,REGION IX (ZAMBOANGA PENINSULA),64,0
2024,11,44,REGION V (BICOL REGION),8,0
2024,11,44,REGION VI (WESTERN VISAYAS),117,0
2024,11,44,REGION VII (CENTRAL VISAYAS),235,0
2024,11,44,REGION VIII (EASTERN VISAYAS),30,0
2024,11,44,REGION X (NORTHERN MINDANAO),120,1
2024,11,44,REGION XII (SOCCSKSARGEN),104,1
2024,11,44,REGION XIII (CARAGA),125,0
2024,11,45,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),179,0
2024,11,45,CORDILLERA ADMINISTRATIVE REGION (CAR),290,0
2024,11,45,MIMAROPA REGION,325,4
2024,11,45,NATIONAL CAPITAL REGION (NCR),1932,5
2024,11,45,NEGROS ISLAND REGION (NIR),373,3
2024,11,45,REGION I (ILOCOS REGION),273,0
2024,11,45,REGION II (CAGAYAN VALLEY),318,1
2024,11,45,REGION III (CENTRAL LUZON),1343,5
2024,11,45,REGION IV-A (CALABARZON),1892,9
2024,11,45,REGION IX (ZAMBOANGA PENINSULA),302,0
2024,11,45,REGION V (BICOL REGION),26,0
2024,11,45,REGION VI (WESTERN VISAYAS),346,3
2024,11,45,REGION VII (CENTRAL VISAYAS),767,4
2024,11,45,REGION VIII (EASTERN VISAYAS),55,0
2024,11,45,REGION X (NORTHERN MINDANAO),283,1
2024,11,45,REGION XI (DAVAO REGION),263,0
2024,11,45,REGION XII (SOCCSKSARGEN),318,0
2024,11,45,REGION XIII (CARAGA),342,0
2024,11,46,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),180,0
2024,11,46,CORDILLERA ADMINISTRATIVE REGION (CAR),265,0
2024,11,46,MIMAROPA REGION,304,1
2024,11,46,NATIONAL CAPITAL REGION (NCR),1982,5
2024,11,46,NEGROS ISLAND REGION (NIR),391,0
2024,11,46,REGION I (ILOCOS REGION),284,0
2024,11,46,REGION II (CAGAYAN VALLEY),320,1
2024,11,46,REGION III (CENTRAL LUZON),1375,6
2024,11,46,REGION IV-A (CALABARZON),1824,9
2024,11,46,REGION IX (ZAMBOANGA PENINSULA),245,0
2024,11,46,REGION V (BICOL REGION),25,0
2024,11,46,REGION VI (WESTERN VISAYAS),352,0
2024,11,46,REGION VII (CENTRAL VISAYAS),723,4
2024,11,46,REGION VIII (EASTERN VISAYAS),60,0
2024,11,46,REGION X (NORTHERN MINDANAO),329,1
2024,11,46,REGION XI (DAVAO REGION),713,4
2024,11,46,REGION XII (SOCCSKSARGEN),264,0
2024,11,46,REGION XIII (CARAGA),413,3
2024,11,47,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),117,0
2024,11,47,CORDILLERA ADMINISTRATIVE REGION (CAR),220,0
2024,11,47,MIMAROPA REGION,297,1
2024,11,47,NATIONAL CAPITAL REGION (NCR),2130,3
2024,11,47,NEGROS ISLAND REGION (NIR),382,1
2024,11,47,REGION I (ILOCOS REGION),294,2
2024,11,47,REGION II (CAGAYAN VALLEY),357,0
2024,11,47,REGION III (CENTRAL LUZON),1676,7
2024,11,47,REGION IV-A (CALABARZON),2073,4
2024,11,47,REGION IX (ZAMBOANGA PENINSULA),251,1
2024,11,47,REGION V (BICOL REGION),39,0
